timestamp,wind_speed_ms,wind_direction_deg,temperature_c,humidity_pct,pressure_hpa,ghi_wm2,cloud_cover_pct,wind_power_mw,solar_power_mw,total_renewable_mw,electricity_price_mwh,grid_demand_mw,hour_sin,hour_cos,month_sin,month_cos
2022-01-01 00:00:00,12.792047,267.0487,-3.4024758,69.41191,1013.0,1.2965065,36.091972,150.0,0.1155042,150.11551,37.538998,475.69833,0.0,1.0,0.0,1.0
2022-01-01 01:00:00,12.786192,267.82834,-5.9194202,69.84541,1012.8491,0.0,37.252083,150.0,0.0,150.0,50.79673,541.4783,0.25881904510252074,0.9659258262890683,0.0,1.0
2022-01-01 02:00:00,12.864636,252.63115,-4.9710226,73.161964,1013.2153,12.52985,37.416084,150.0,1.1225585,151.12256,41.542614,555.4018,0.49999999999999994,0.8660254037844387,0.0,1.0
2022-01-01 03:00:00,11.653432,237.1106,-2.5570104,75.49802,1013.1328,0.0,38.30677,133.33029,0.0,133.33029,51.252464,554.419,0.7071067811865475,0.7071067811865476,0.0,1.0
2022-01-01 04:00:00,10.329883,225.82645,-2.1459134,70.33047,1013.3512,4.1027064,36.5648,81.03168,0.36385548,81.39553,41.29765,655.3687,0.8660254037844386,0.5000000000000001,0.0,1.0
2022-01-01 05:00:00,10.6404085,219.42174,-1.4305835,72.02771,1012.99866,0.42256838,36.82872,91.77269,0.037379462,91.81007,31.851099,703.27124,0.9659258262890683,0.25881904510252074,0.0,1.0
2022-01-01 06:00:00,11.003586,213.5489,-2.0527425,73.684715,1012.5698,0.0,34.54379,105.491516,0.0,105.491516,46.8836,723.7812,1.0,6.123233995736766e-17,0.0,1.0
2022-01-01 07:00:00,12.458245,209.89435,-2.038053,74.46806,1012.565,0.0,34.054863,150.0,0.0,150.0,89.88489,724.06964,0.9659258262890683,-0.25881904510252063,0.0,1.0
2022-01-01 08:00:00,11.112214,208.36754,1.9579365,64.56154,1012.43286,117.29629,30.951353,109.84542,10.248583,120.094,98.30956,791.07855,0.8660254037844387,-0.49999999999999983,0.0,1.0
2022-01-01 09:00:00,11.431753,201.36777,1.2172136,71.7355,1012.4621,223.699,35.310658,123.34381,19.59838,142.94218,104.36105,742.51306,0.7071067811865476,-0.7071067811865475,0.0,1.0
2022-01-01 10:00:00,10.249707,201.4044,4.6901956,67.56596,1012.6224,318.79507,34.081818,78.401634,27.5755,105.977135,100.872635,788.14594,0.49999999999999994,-0.8660254037844387,0.0,1.0
2022-01-01 11:00:00,10.849932,206.1477,3.9577367,65.013985,1012.7191,379.97058,32.834015,99.53168,32.95619,132.48787,42.788044,772.72174,0.258819045102521,-0.9659258262890682,0.0,1.0
2022-01-01 12:00:00,11.936277,208.32523,2.21501,65.50432,1012.61316,399.78784,33.7726,146.83636,34.89796,181.73433,31.563166,814.5825,1.2246467991473532e-16,-1.0,0.0,1.0
2022-01-01 13:00:00,11.419986,215.37437,4.070678,66.82858,1012.3364,376.19836,31.824076,122.82812,32.615414,155.44353,39.69441,732.8469,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2022-01-01 14:00:00,11.934554,230.01805,4.454087,62.80518,1012.0239,311.08023,33.22026,146.75143,26.931673,173.6831,34.04506,678.477,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2022-01-01 15:00:00,15.166066,224.98175,2.5961728,61.4074,1012.0996,243.30542,30.83041,150.0,21.208746,171.20874,50.727943,615.07416,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2022-01-01 16:00:00,9.831647,237.80157,-0.35953948,70.49856,1012.61957,121.70463,28.932657,65.60546,10.7240095,76.32947,44.523613,541.23315,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2022-01-01 17:00:00,9.343162,229.32309,0.52435195,73.61041,1012.6197,0.1915815,29.970732,52.514713,0.016827028,52.53154,101.88769,491.5059,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2022-01-01 18:00:00,9.508058,228.82538,-0.58039784,69.08454,1012.2639,0.0,32.646378,56.71761,0.0,56.71761,103.86077,442.20337,-1.0,-1.8369701987210297e-16,0.0,1.0
2022-01-01 19:00:00,9.073593,236.89783,-0.93992174,74.1702,1012.2153,5.624888,32.471085,46.099983,0.49668196,46.596664,98.4109,451.27753,-0.9659258262890684,0.2588190451025203,0.0,1.0
2022-01-01 20:00:00,9.325027,247.82176,-2.3503325,69.17534,1012.4574,0.0,32.95621,52.065617,0.0,52.065617,91.49198,448.76425,-0.8660254037844386,0.5000000000000001,0.0,1.0
2022-01-01 21:00:00,8.568539,253.3365,-6.64645,68.34643,1012.518,5.6601353,35.25672,35.52936,0.5101303,36.039494,39.320637,390.512,-0.7071067811865477,0.7071067811865474,0.0,1.0
2022-01-01 22:00:00,9.035882,259.02072,-6.620071,65.69888,1012.14484,2.9365625,33.144714,45.246605,0.2646384,45.511242,39.299564,404.18076,-0.5000000000000004,0.8660254037844384,0.0,1.0
2022-01-01 23:00:00,9.066896,269.63208,-4.9126043,68.35504,1012.15247,0.0,37.08444,45.94767,0.0,45.94767,34.604935,448.6116,-0.25881904510252157,0.9659258262890681,0.0,1.0
2022-01-02 00:00:00,8.709004,270.403,-9.811417,82.17212,1012.32025,0.0,36.626114,38.286434,0.0,38.286434,41.05961,502.2792,0.0,1.0,0.0,1.0
2022-01-02 01:00:00,8.210937,275.9628,-4.691231,71.20366,1012.57513,0.0,35.042908,29.114618,0.0,29.114618,33.46679,545.859,0.25881904510252074,0.9659258262890683,0.0,1.0
2022-01-02 02:00:00,7.849702,270.43414,-7.425086,64.630615,1011.9771,3.7820508,36.32573,23.469776,0.34180674,23.811583,40.969257,614.291,0.49999999999999994,0.8660254037844387,0.0,1.0
2022-01-02 03:00:00,7.0493536,258.02753,-5.7951446,72.89121,1011.8584,4.6800795,37.44959,13.662204,0.42052594,14.082729,37.81979,621.78265,0.7071067811865475,0.7071067811865476,0.0,1.0
2022-01-02 04:00:00,6.6038556,240.85309,-1.0293795,68.58003,1012.0159,6.0712204,39.21071,9.630879,0.5362673,10.167147,39.913914,675.33417,0.8660254037844386,0.5000000000000001,0.0,1.0
2022-01-02 05:00:00,6.890832,252.99538,-2.8391204,69.045555,1012.6004,2.096793,37.11697,12.119679,0.18642275,12.306102,59.173965,738.1656,0.9659258262890683,0.25881904510252074,0.0,1.0
2022-01-02 06:00:00,6.885887,258.28052,-2.0198176,67.80703,1012.9549,1.8358076,34.109245,12.073528,0.16273764,12.236266,36.620197,720.02856,1.0,6.123233995736766e-17,0.0,1.0
2022-01-02 07:00:00,7.8282547,254.02736,0.44086212,65.55341,1012.6248,0.0,31.78024,23.15977,0.0,23.15977,101.97432,798.49994,0.9659258262890683,-0.25881904510252063,0.0,1.0
2022-01-02 08:00:00,8.216457,248.84116,0.8960509,67.6975,1012.9171,115.82689,32.275772,29.20725,10.1595545,39.366806,85.64369,797.49225,0.8660254037844387,-0.49999999999999983,0.0,1.0
2022-01-02 09:00:00,7.931103,244.18867,0.8676565,60.492695,1012.78656,231.72034,32.417183,24.671528,20.327053,44.99858,98.843666,828.08167,0.7071067811865476,-0.7071067811865475,0.0,1.0
2022-01-02 10:00:00,8.104421,234.44852,3.4137828,62.562157,1012.7503,328.81937,32.370647,27.365482,28.576899,55.942383,101.8396,792.3717,0.49999999999999994,-0.8660254037844387,0.0,1.0
2022-01-02 11:00:00,13.40953,227.25323,7.6872296,64.509384,1012.652,382.5738,31.396898,150.0,32.725395,182.7254,42.127228,775.6949,0.258819045102521,-0.9659258262890682,0.0,1.0
2022-01-02 12:00:00,8.459474,223.55276,5.423202,71.10965,1012.7464,417.85312,28.69764,33.482353,36.04592,69.528275,39.496704,723.6939,1.2246467991473532e-16,-1.0,0.0,1.0
2022-01-02 13:00:00,8.352783,231.75456,4.2893815,70.14209,1013.25604,390.0976,29.484589,31.557507,33.79314,65.35065,44.182476,736.8415,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2022-01-02 14:00:00,8.981658,234.12645,3.428636,77.54593,1012.9607,335.19858,27.250635,44.038094,29.129711,73.1678,48.702538,673.8274,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2022-01-02 15:00:00,8.692487,221.44923,3.7150526,74.19007,1013.2186,250.1187,26.208246,37.95507,21.7131,59.66817,59.76027,621.6051,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2022-01-02 16:00:00,9.532324,230.51346,2.3321168,59.529747,1013.24066,117.07888,27.015024,57.354416,10.215568,67.569984,30.601713,525.14935,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2022-01-02 17:00:00,10.174312,237.3081,-1.8354353,73.54846,1013.4836,0.0,27.665535,75.9809,0.0,75.9809,98.06972,500.84604,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2022-01-02 18:00:00,10.366133,238.46507,-0.4019434,75.09667,1013.7363,0.0,28.153357,82.23987,0.0,82.23987,105.46706,496.7181,-1.0,-1.8369701987210297e-16,0.0,1.0
2022-01-02 19:00:00,9.228254,238.7519,-2.6056788,72.43373,1013.7004,0.0,25.594759,49.712177,0.0,49.712177,101.266304,475.70862,-0.9659258262890684,0.2588190451025203,0.0,1.0
2022-01-02 20:00:00,9.381503,242.51611,-0.48434597,60.967155,1013.8991,0.0,26.899239,53.47277,0.0,53.47277,107.26377,434.76178,-0.8660254037844386,0.5000000000000001,0.0,1.0
2022-01-02 21:00:00,9.555035,243.60608,-5.3737454,70.863556,1014.2631,0.89165413,26.014551,57.9547,0.07999885,58.0347,50.203613,387.4187,-0.7071067811865477,0.7071067811865474,0.0,1.0
2022-01-02 22:00:00,9.491158,237.50122,-3.2426627,67.52753,1013.9218,1.6266645,25.69694,56.276905,0.1448344,56.421738,40.933823,433.45123,-0.5000000000000004,0.8660254037844384,0.0,1.0
2022-01-02 23:00:00,8.729803,252.21288,-8.557058,76.124245,1014.3077,8.553995,23.725744,38.706406,0.77617466,39.482582,40.731586,458.9554,-0.25881904510252157,0.9659258262890681,0.0,1.0
2022-01-03 00:00:00,8.121391,259.30444,-5.9079537,78.71502,1014.40247,1.6761177,24.065525,27.639332,0.15066713,27.789999,30.679243,443.97733,0.0,1.0,0.0,1.0
2022-01-03 01:00:00,7.4126997,262.37766,-7.7862897,77.11515,1014.8574,2.0703707,23.038807,17.67978,0.1873512,17.86713,34.778225,498.43564,0.25881904510252074,0.9659258262890683,0.0,1.0
2022-01-03 02:00:00,7.0703573,255.80379,-7.618664,68.62937,1014.2286,5.726769,26.185953,13.875905,0.5179174,14.393823,34.90324,565.3686,0.49999999999999994,0.8660254037844387,0.0,1.0
2022-01-03 03:00:00,6.207297,246.90302,-3.4986675,75.69259,1014.21173,0.0,26.431551,6.7886143,0.0,6.7886143,53.09068,637.3026,0.7071067811865475,0.7071067811865476,0.0,1.0
2022-01-03 04:00:00,5.866829,254.27762,-6.0000644,73.033714,1014.06055,2.6131508,25.354284,4.848072,0.23497458,5.0830464,47.33015,656.5059,0.8660254037844386,0.5000000000000001,0.0,1.0
2022-01-03 05:00:00,6.756526,256.7011,-3.1040933,76.502754,1013.85693,2.8358905,26.980537,10.907442,0.25237527,11.159818,33.374664,654.9645,0.9659258262890683,0.25881904510252074,0.0,1.0
2022-01-03 06:00:00,9.041296,260.8268,-2.937747,69.96162,1013.27386,0.0,25.851324,45.368465,0.0,45.368465,41.39492,733.8995,1.0,6.123233995736766e-17,0.0,1.0
2022-01-03 07:00:00,9.003889,252.53247,0.552158,70.69072,1013.19763,0.0,28.931341,44.53092,0.0,44.53092,95.23921,801.6492,0.9659258262890683,-0.25881904510252063,0.0,1.0
2022-01-03 08:00:00,8.642601,252.86319,1.5214584,68.87787,1013.1144,116.34392,28.167528,36.965942,10.181621,47.147564,92.3658,787.54504,0.8660254037844387,-0.49999999999999983,0.0,1.0
2022-01-03 09:00:00,8.570789,243.12018,-2.3278072,69.98791,1012.77234,242.98152,27.777666,35.572464,21.563372,57.135834,89.249016,787.8175,0.7071067811865476,-0.7071067811865475,0.0,1.0
2022-01-03 10:00:00,8.4917555,239.71846,4.1989236,75.364914,1012.4979,333.52606,29.004604,34.07982,28.902153,62.98197,89.222595,773.79736,0.49999999999999994,-0.8660254037844387,0.0,1.0
2022-01-03 11:00:00,7.9555273,239.2766,2.0770738,73.3357,1012.73175,395.3349,28.259993,25.039942,34.52671,59.56665,55.15324,760.45404,0.258819045102521,-0.9659258262890682,0.0,1.0
2022-01-03 12:00:00,8.908908,250.24783,7.4818296,68.2708,1012.684,419.48117,26.705307,42.450756,35.910027,78.36078,25.793009,733.42993,1.2246467991473532e-16,-1.0,0.0,1.0
2022-01-03 13:00:00,9.9753275,244.34773,5.064335,60.42894,1012.9923,395.28326,27.400389,69.83249,34.144337,103.97682,25.878057,712.3077,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2022-01-03 14:00:00,10.94377,235.35326,4.709651,64.04578,1013.6366,337.12625,27.605013,103.14394,29.15903,132.30298,53.45745,609.6168,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2022-01-03 15:00:00,13.776457,239.78831,-2.7033517,71.299736,1013.6351,245.04703,27.331367,150.0,21.776123,171.77612,41.653294,558.0102,-0.7071067811865471,-0.7071067811865479,0.0,1.0
